Index,Formula,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
220,FA0.95Cs0.05PbI3,0.00,0.00,0.05,0.00,0.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.49,350.25,351.38,1.14,49.45,10.44,825.43,6.28,30.94,2.48,89.20,7.90,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
221,(FAPbI3)0.9(MAPbBr3)0.1,0.00,0.00,0.00,0.10,0.90,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.90,0.00,0.00,1.00,0.00,2.49,313.80,336.66,1.06,43.76,8.61,856.82,6.46,28.48,2.57,89.20,7.90,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.18,444.94,374.63,4.75,122.20,298.23,1021.55,7.51,20.28,2.69,51.20,4.90
222,Cs0.05FA0.70MA0.25PbI3,0.00,0.00,0.05,0.25,0.70,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.40,337.25,308.04,1.04,46.20,10.47,844.73,6.19,29.65,2.48,84.70,7.65,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
223,(FAPbI3)0.95(MAPbBr3)0.05,0.00,0.00,0.00,0.05,0.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.05,0.95,0.00,0.00,1.00,0.00,2.51,316.40,345.33,1.08,44.41,8.60,852.96,6.48,28.74,2.57,90.10,7.95,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.19,451.22,380.66,4.84,124.55,296.76,1014.97,7.64,20.59,2.67,52.10,4.95
224,Cs0.05(FA0.92MA0.08)0.95Pb(I0.92Br0.08)3,0.00,0.00,0.05,0.08,0.87,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.08,0.92,0.00,0.00,1.00,0.00,2.46,346.30,338.20,1.11,48.46,10.45,831.30,6.25,30.55,2.48,87.83,7.82,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.18,447.45,377.04,4.79,123.14,297.64,1018.92,7.56,20.41,2.68,51.56,4.92
225,(FAPbI3)0.92(MAPbBr3)0.08,0.00,0.00,0.00,0.08,0.92,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.08,0.92,0.00,0.00,1.00,0.00,2.50,314.84,340.13,1.07,44.02,8.61,855.28,6.47,28.59,2.57,89.56,7.92,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.18,447.45,377.04,4.79,123.14,297.64,1018.92,7.56,20.41,2.68,51.56,4.92
226,(FAPbI3)0.85(MAPbBr3)0.15,0.00,0.00,0.00,0.15,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,1.00,0.00,2.48,311.20,328.00,1.04,43.11,8.61,860.68,6.44,28.23,2.57,88.30,7.85,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
227,FA0.15MA0.85PbI3,0.00,0.00,0.00,0.85,0.15,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.22,274.80,206.65,0.76,34.01,8.67,914.72,6.19,24.62,2.55,75.70,7.15,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
228,FA0.85MA0.15Pb(I0.85Br0.15)3,0.00,0.00,0.00,0.15,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,1.00,0.00,2.48,311.20,328.00,1.04,43.11,8.61,860.68,6.44,28.23,2.57,88.30,7.85,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
229,MAPbI3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
230,Cs0.05(MA0.17FA0.83)0.95Pb(I0.83Br0.17)3,0.00,0.00,0.05,0.16,0.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.17,0.83,0.00,0.00,1.00,0.00,2.43,341.93,323.64,1.07,47.37,10.46,837.78,6.22,30.11,2.48,86.32,7.74,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,436.14,366.17,4.62,118.91,300.28,1030.75,7.34,19.85,2.71,49.94,4.83
231,Cs0.07Rb0.03FA0.765MA0.135PbI2.55Br0.45,0.00,0.03,0.07,0.14,0.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,1.00,0.00,2.40,374.99,325.68,1.11,50.66,12.34,813.00,6.02,32.22,2.39,84.43,7.63,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
232,Cs0.05FA0.76MA0.19PbBr0.6I2.4,0.00,0.00,0.05,0.19,0.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,0.80,0.00,0.00,1.00,0.00,2.42,340.37,318.44,1.06,46.98,10.46,840.10,6.21,29.96,2.48,85.78,7.71,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.15,432.37,362.55,4.57,117.50,301.16,1034.70,7.27,19.67,2.72,49.40,4.80
233,MAPb(I0.87Br0.13)3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.13,0.87,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.17,441.17,371.00,4.69,120.79,299.11,1025.49,7.44,20.10,2.70,50.66,4.87
234,MAPb(I0.88Br0.12)3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.12,0.88,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.17,442.42,372.21,4.71,121.26,298.82,1024.18,7.46,20.16,2.70,50.84,4.88
235,Cs0.05MA0.15FA0.8Pb(I0.75Br0.25)3,0.00,0.00,0.05,0.15,0.80,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.25,0.75,0.00,0.00,1.00,0.00,2.44,342.45,325.37,1.08,47.50,10.46,837.01,6.22,30.16,2.48,86.50,7.75,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.14,426.09,356.51,4.48,115.15,302.63,1041.28,7.14,19.36,2.74,48.50,4.75
236,MAPb(I0.74Br0.26)3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.26,0.74,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.14,424.83,355.31,4.46,114.68,302.92,1042.59,7.12,19.29,2.74,48.32,4.74
237,Cs0.2FA0.8Pb(I0.75Br0.25)3,0.00,0.00,0.20,0.00,0.80,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.25,0.75,0.00,0.00,1.00,0.00,2.37,444.00,343.51,1.25,62.63,15.98,754.42,5.62,36.75,2.21,83.80,7.60,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.14,426.09,356.51,4.48,115.15,302.63,1041.28,7.14,19.36,2.74,48.50,4.75
238,MA0.85Cs0.15Pb(I0.85Br0.15)3,0.00,0.00,0.15,0.85,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,1.00,0.00,2.11,368.55,198.78,0.88,47.19,14.20,843.71,5.52,30.43,2.29,70.30,6.85,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
239,FA0.17Cs0.83PbI2.2Br0.8,0.00,0.00,0.83,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.27,0.73,0.00,0.00,1.00,0.00,1.87,837.75,310.46,1.74,117.97,39.22,456.18,2.84,61.15,1.09,61.12,6.34,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.14,423.99,354.50,4.45,114.37,303.11,1043.47,7.10,19.25,2.74,48.20,4.73
240,FA0.83Cs0.17Pb(I0.6Br0.4)3,0.00,0.00,0.17,0.00,0.83,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.60,0.00,0.00,1.00,0.00,2.40,425.25,345.08,1.23,59.99,14.87,768.62,5.75,35.59,2.27,84.88,7.66,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.10,407.24,338.40,4.21,108.10,307.02,1061.00,6.77,18.43,2.78,45.80,4.60
241,Rb0.05Cs0.095MA0.1425FA0.7125PbI2Br,0.00,0.05,0.09,0.14,0.71,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.33,0.67,0.00,0.00,1.00,0.00,2.36,403.36,322.51,1.14,53.61,14.04,793.71,5.83,33.98,2.31,82.40,7.53,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.12,415.62,346.45,4.33,111.24,305.07,1052.23,6.94,18.84,2.76,47.00,4.67
242,(FA0.83MA0.17)0.95Cs0.05Pb(I0.6Br0.4)3,0.00,0.00,0.05,0.16,0.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.60,0.00,0.00,1.00,0.00,2.43,342.14,323.65,1.07,47.39,10.47,838.79,6.23,30.13,2.48,86.37,7.75,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.10,407.24,338.40,4.21,108.10,307.02,1061.00,6.77,18.43,2.78,45.80,4.60
243,Cs0.17FA0.83Pb(I0.6Br0.4)3,0.00,0.00,0.17,0.00,0.83,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.60,0.00,0.00,1.00,0.00,2.40,425.25,345.08,1.23,59.99,14.87,768.62,5.75,35.59,2.27,84.88,7.66,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.10,407.24,338.40,4.21,108.10,307.02,1061.00,6.77,18.43,2.78,45.80,4.60
244,Cs0.12MA0.05FA0.83Pb(I0.6Br0.4)3,0.00,0.00,0.12,0.05,0.83,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.60,0.00,0.00,1.00,0.00,2.42,391.40,339.04,1.17,54.95,13.03,796.15,5.95,33.39,2.36,85.78,7.71,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.10,407.24,338.40,4.21,108.10,307.02,1061.00,6.77,18.43,2.78,45.80,4.60
245,FA0.17Cs0.83PbI1.8Br1.2,0.00,0.00,0.83,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.60,0.00,0.00,1.00,0.00,1.87,837.75,310.46,1.74,117.97,39.22,456.18,2.84,61.15,1.09,61.12,6.34,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.10,407.24,338.40,4.21,108.10,307.02,1061.00,6.77,18.43,2.78,45.80,4.60
246,MAPbBrI2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.33,0.67,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.12,415.62,346.45,4.33,111.24,305.07,1052.23,6.94,18.84,2.76,47.00,4.67
247,FA0.6Cs0.4Pb(I0.65Br0.35)3,0.00,0.00,0.40,0.00,0.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.35,0.65,0.00,0.00,1.00,0.00,2.21,569.00,333.02,1.41,80.20,23.36,659.74,4.74,44.50,1.86,76.60,7.20,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.12,413.52,344.44,4.30,110.45,305.55,1054.42,6.89,18.74,2.76,46.70,4.65
248,FAPbI1.5Br1.5/CsPbI1.5Br1.5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.50,0.00,0.00,1.00,0.00,2.53,319.00,354.00,1.10,45.06,8.60,849.10,6.50,29.00,2.57,91.00,8.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.08,394.68,326.32,4.03,103.40,309.95,1074.15,6.52,17.81,2.81,44.00,4.50
249,MA0.85Cs0.15Pb(I0.65Br0.35)3,0.00,0.00,0.15,0.85,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.35,0.65,0.00,0.00,1.00,0.00,2.11,368.55,198.78,0.88,47.19,14.20,843.71,5.52,30.43,2.29,70.30,6.85,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.12,413.52,344.44,4.30,110.45,305.55,1054.42,6.89,18.74,2.76,46.70,4.65
250,Cs0.2FA0.8Pb(I0.6Br0.4)3-DAP,0.00,0.00,0.20,0.00,0.80,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.60,0.00,0.00,1.00,0.00,2.37,444.00,343.51,1.25,62.63,15.98,754.42,5.62,36.75,2.21,83.80,7.60,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.10,407.24,338.40,4.21,108.10,307.02,1061.00,6.77,18.43,2.78,45.80,4.60
251,FA0.17Cs0.83PbI1.5Br1.5,0.00,0.00,0.83,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.50,0.00,0.00,1.00,0.00,1.87,837.75,310.46,1.74,117.97,39.22,456.18,2.84,61.15,1.09,61.12,6.34,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.08,394.68,326.32,4.03,103.40,309.95,1074.15,6.52,17.81,2.81,44.00,4.50
252,CsPb0.8Ba0.2I2Br,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.80,0.00,0.33,0.67,0.00,0.00,1.00,0.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,1.24,2034.00,680.92,9.80,193.23,77.60,672.98,5.42,170.36,2.04,76.80,6.00,2.12,415.62,346.45,4.33,111.24,305.07,1052.23,6.94,18.84,2.76,47.00,4.67
253,CsPbI2Br,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.33,0.67,0.00,0.00,1.00,0.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.12,415.62,346.45,4.33,111.24,305.07,1052.23,6.94,18.84,2.76,47.00,4.67
254,FA0.17Cs0.83PbI1.2Br1.8,0.00,0.00,0.83,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.60,0.40,0.00,0.00,1.00,0.00,1.87,837.75,310.46,1.74,117.97,39.22,456.18,2.84,61.15,1.09,61.12,6.34,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.06,382.11,314.25,3.84,98.70,312.88,1087.30,6.28,17.20,2.84,42.20,4.40
255,Cs0.15FA0.85Pb(I0.3Br0.7)3,0.00,0.00,0.15,0.00,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.70,0.30,0.00,0.00,1.00,0.00,2.41,412.75,346.13,1.22,58.23,14.13,778.09,5.84,34.81,2.30,85.60,7.70,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.03,369.54,302.17,3.66,94.00,315.81,1100.45,6.03,16.58,2.87,40.40,4.30
256,MAPb(I0.41Br0.59)3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.59,0.41,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.06,383.37,315.46,3.86,99.17,312.59,1085.98,6.30,17.26,2.84,42.38,4.41
257,MAPbIBr2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.67,0.33,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.04,373.73,306.20,3.72,95.57,314.83,1096.07,6.11,16.78,2.86,41.00,4.33
258,CsPbIBr2,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.67,0.33,0.00,0.00,1.00,0.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.04,373.73,306.20,3.72,95.57,314.83,1096.07,6.11,16.78,2.86,41.00,4.33
259,(FA0.85MA0.15Pb(I0.85Br0.15)3),0.00,0.00,0.00,0.15,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,1.00,0.00,2.48,311.20,328.00,1.04,43.11,8.61,860.68,6.44,28.23,2.57,88.30,7.85,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
260,FAPbBr3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.53,319.00,354.00,1.10,45.06,8.60,849.10,6.50,29.00,2.57,91.00,8.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,1.96,331.85,265.95,3.12,79.90,324.60,1139.90,5.29,14.72,2.96,35.00,4.00
261,CsPbBr3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,1.96,331.85,265.95,3.12,79.90,324.60,1139.90,5.29,14.72,2.96,35.00,4.00
262,MAPbBr3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,1.96,331.85,265.95,3.12,79.90,324.60,1139.90,5.29,14.72,2.96,35.00,4.00
263,CsSnBr3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,1.15,2876.00,505.12,7.31,118.71,121.00,708.60,7.20,290.37,1.96,50.00,5.00,1.96,331.85,265.95,3.12,79.90,324.60,1139.90,5.29,14.72,2.96,35.00,4.00
264,CsPbBr2.9I0.1,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.97,0.03,0.00,0.00,1.00,0.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,1.97,336.04,269.98,3.18,81.47,323.62,1135.52,5.37,14.93,2.95,35.60,4.03
265,Cs0.91Rb0.09PbBr3,0.00,0.09,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.73,945.53,302.54,1.84,128.64,45.62,378.16,2.11,67.87,0.79,53.38,5.91,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,1.96,331.85,265.95,3.12,79.90,324.60,1139.90,5.29,14.72,2.96,35.00,4.00
266,FAPbBr2.1Cl0.9,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.30,0.70,0.00,0.00,0.00,1.00,0.00,2.53,319.00,354.00,1.10,45.06,8.60,849.10,6.50,29.00,2.57,91.00,8.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,1.91,304.05,237.82,3.15,66.57,331.86,1173.26,4.66,13.37,3.02,29.60,3.70
267,FAPbBr2Cl,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33,0.67,0.00,0.00,0.00,1.00,0.00,2.53,319.00,354.00,1.10,45.06,8.60,849.10,6.50,29.00,2.57,91.00,8.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,1.91,300.96,234.69,3.15,65.09,332.67,1176.97,4.59,13.22,3.03,29.00,3.67
268,MA0.7FA0.3PbI3,0.00,0.00,0.00,0.70,0.30,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.28,282.60,232.66,0.82,35.96,8.66,903.14,6.24,25.40,2.56,78.40,7.30,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
269,FA0.945MA0.025Cs0.03Pb(I0.975Br0.025)3,0.00,0.00,0.03,0.03,0.94,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.03,0.97,0.00,0.00,1.00,0.00,2.50,336.45,348.09,1.11,47.37,9.71,836.83,6.36,30.03,2.52,89.47,7.91,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.19,454.36,383.68,4.88,125.73,296.03,1011.69,7.70,20.75,2.67,52.55,4.97
270,Cs0.05FA0.81MA0.14PbI2.55Br0.45,0.00,0.00,0.05,0.14,0.81,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,1.00,0.00,2.44,342.97,327.11,1.08,47.63,10.46,836.24,6.23,30.22,2.48,86.68,7.76,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
271,Rb0.01K0.04(Cs0.05(FA0.83MA0.17)0.95)0.95(I0.83Br0.17)3,0.04,0.01,0.05,0.15,0.75,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.17,0.83,0.00,0.00,1.00,0.00,2.39,376.02,323.86,1.07,47.45,12.36,816.52,6.02,32.39,2.39,83.10,7.56,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,436.14,366.17,4.62,118.91,300.28,1030.75,7.34,19.85,2.71,49.94,4.83
272,Cs0.06FA0.79MA0.15PbI2.55Br0.45,0.00,0.00,0.06,0.15,0.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,1.00,0.00,2.43,348.70,324.85,1.09,48.38,10.83,832.28,6.18,30.55,2.46,86.14,7.73,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
273,(FAPbI3)0.85(MAPbBr3)0.15,0.00,0.00,0.00,0.15,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,1.00,0.00,2.48,311.20,328.00,1.04,43.11,8.61,860.68,6.44,28.23,2.57,88.30,7.85,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
274,(a-FAPbI3)0.5(MAPbI2Br)0.5,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.17,0.83,0.00,0.00,1.00,0.00,2.35,293.00,267.32,0.90,38.56,8.64,887.70,6.31,26.43,2.56,82.00,7.50,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,436.56,366.57,4.63,119.07,300.18,1030.32,7.35,19.87,2.71,50.00,4.83
275,Cs0.05(FA0.85MA0.15)0.95Pb(I0.85Br0.15)3,0.00,0.00,0.05,0.14,0.81,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,1.00,0.00,2.44,343.13,326.94,1.08,47.64,10.47,837.32,6.23,30.23,2.48,86.72,7.77,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
